team,year,won,lost,tied,notes,scorecard_name
Arizona_State,1929,0,6,NA,,Arizona State University Campus Immersion
Arizona_State,1928,3,2,1,,Arizona State University Campus Immersion
Arizona_State,1927,2,3,1,,Arizona State University Campus Immersion
Arizona_State,1926,4,1,1,,Arizona State University Campus Immersion
Arizona_State,1925,6,2,NA,,Arizona State University Campus Immersion
Arizona_State,1924,6,1,1,,Arizona State University Campus Immersion
Arizona_State,1923,4,2,NA,,Arizona State University Campus Immersion
Arizona_State,1922,0,3,1,,Arizona State University Campus Immersion
Arizona_State,1919,0,2,NA,,Arizona State University Campus Immersion
Arizona_State,1916,0,3,NA,,Arizona State University Campus Immersion
Arizona_State,1915,3,2,NA,,Arizona State University Campus Immersion
Arizona_State,1914,4,3,NA,,Arizona State University Campus Immersion
Arizona_State,1906,0,2,NA,,Arizona State University Campus Immersion
Arizona_State,1905,0,3,NA,,Arizona State University Campus Immersion
Arizona_State,1904,4,0,NA,,Arizona State University Campus Immersion
Arizona_State,1903,2,0,NA,,Arizona State University Campus Immersion
Arizona_State,1902,2,1,NA,,Arizona State University Campus Immersion
Arizona_State,1900,1,1,NA,,Arizona State University Campus Immersion
Arizona_State,1899,3,0,NA,,Arizona State University Campus Immersion
Arizona_State,1897,0,1,NA,,Arizona State University Campus Immersion
Arkansas,2023,4,8,NA,,University of Arkansas
Arkansas,2022,7,6,NA,,University of Arkansas
Arkansas,2021,9,4,NA,,University of Arkansas
Arkansas,2020,3,7,NA,,University of Arkansas
Arkansas,2019,2,10,NA,,University of Arkansas
Arkansas,2018,2,10,NA,,University of Arkansas
Arkansas,2017,4,8,NA,,University of Arkansas
Arkansas,2016,7,6,NA,,University of Arkansas
Arkansas,2015,8,5,NA,,University of Arkansas
Arkansas,2014,7,6,NA,,University of Arkansas
Arkansas,2013,3,9,NA,,University of Arkansas
Arkansas,2012,4,8,NA,,University of Arkansas
Arkansas,2011,11,2,NA,,University of Arkansas
Arkansas,2010,10,3,NA,,University of Arkansas
Arkansas,2009,8,5,NA,,University of Arkansas
Arkansas,2008,5,7,NA,,University of Arkansas
Arkansas,2007,8,5,NA,,University of Arkansas
Arkansas,2006,10,4,NA,,University of Arkansas
Arkansas,2005,4,7,NA,,University of Arkansas
Arkansas,2004,5,6,NA,,University of Arkansas
Arkansas,2003,9,4,NA,,University of Arkansas
Arkansas,2002,9,5,NA,,University of Arkansas
Arkansas,2001,7,5,NA,,University of Arkansas
Arkansas,2000,6,6,NA,,University of Arkansas
Arkansas,1999,8,4,NA,,University of Arkansas
Arkansas,1998,9,3,NA,,University of Arkansas
Arkansas,1997,4,7,NA,,University of Arkansas
Arkansas,1996,4,7,NA,,University of Arkansas
Arkansas,1995,8,5,NA,,University of Arkansas
Arkansas,1994,4,7,NA,,University of Arkansas
Arkansas,1993,6,4,1,,University of Arkansas
Arkansas,1992,3,7,1,,University of Arkansas
Arkansas,1991,6,6,NA,,University of Arkansas
Arkansas,1990,3,8,NA,,University of Arkansas
Arkansas,1989,10,2,NA,,University of Arkansas
Arkansas,1988,10,2,NA,,University of Arkansas
Arkansas,1987,9,4,NA,,University of Arkansas
Arkansas,1986,9,3,NA,,University of Arkansas
Arkansas,1985,10,2,NA,,University of Arkansas
Arkansas,1984,7,4,1,,University of Arkansas
Arkansas,1983,6,5,NA,,University of Arkansas
Arkansas,1982,9,2,1,,University of Arkansas
Arkansas,1981,8,4,NA,,University of Arkansas
Arkansas,1980,7,5,NA,,University of Arkansas
Arkansas,1979,10,2,NA,,University of Arkansas
Arkansas,1978,9,2,1,,University of Arkansas
Arkansas,1977,11,1,NA,,University of Arkansas
Arkansas,1976,5,5,1,,University of Arkansas
Arkansas,1975,10,2,NA,,University of Arkansas
Arkansas,1974,6,4,1,,University of Arkansas
Arkansas,1973,5,5,1,,University of Arkansas
Arkansas,1972,6,5,NA,,University of Arkansas
Arkansas,1971,8,3,1,,University of Arkansas
Arkansas,1970,9,2,NA,,University of Arkansas
Arkansas,1969,9,2,NA,,University of Arkansas
Arkansas,1968,10,1,NA,,University of Arkansas
Arkansas,1967,4,5,1,,University of Arkansas
Arkansas,1966,8,2,NA,,University of Arkansas
Arkansas,1965,10,1,NA,,University of Arkansas
Arkansas,1964,11,0,NA,,University of Arkansas
Arkansas,1963,5,5,NA,,University of Arkansas
Arkansas,1962,9,2,NA,,University of Arkansas
Arkansas,1961,8,3,NA,,University of Arkansas
Arkansas,1960,8,3,NA,,University of Arkansas
Arkansas,1959,9,2,NA,,University of Arkansas
Arkansas,1958,4,6,NA,,University of Arkansas
Arkansas,1957,6,4,NA,,University of Arkansas
Arkansas,1956,6,4,NA,,University of Arkansas
Arkansas,1955,5,4,1,,University of Arkansas
Arkansas,1954,8,3,NA,,University of Arkansas
Arkansas,1953,3,7,NA,,University of Arkansas
Arkansas,1952,2,8,NA,,University of Arkansas
Arkansas,1951,5,5,NA,,University of Arkansas
Arkansas,1950,2,8,NA,,University of Arkansas
Arkansas,1949,5,5,NA,,University of Arkansas
Arkansas,1948,5,5,NA,,University of Arkansas
Arkansas,1947,6,4,1,,University of Arkansas
Arkansas,1946,6,3,2,,University of Arkansas
Arkansas,1945,3,7,NA,,University of Arkansas
Arkansas,1944,5,5,1,,University of Arkansas
Arkansas,1943,2,7,NA,,University of Arkansas
Arkansas,1942,3,7,NA,,University of Arkansas
Arkansas,1941,3,7,NA,,University of Arkansas
Arkansas,1940,4,6,NA,,University of Arkansas
Arkansas,1939,4,5,1,,University of Arkansas
Arkansas,1938,2,7,1,,University of Arkansas
Arkansas,1937,7,2,1,,University of Arkansas
Arkansas,1936,7,3,NA,,University of Arkansas
Arkansas,1935,5,5,NA,,University of Arkansas
Arkansas,1934,4,4,2,,University of Arkansas
Arkansas,1933,7,3,1,,University of Arkansas
Arkansas,1932,1,6,2,,University of Arkansas
Arkansas,1931,3,5,1,,University of Arkansas
Arkansas,1930,3,6,NA,,University of Arkansas
Arkansas,1929,7,2,NA,,University of Arkansas
Arkansas,1928,7,2,NA,,University of Arkansas
Arkansas,1927,8,1,NA,,University of Arkansas
Arkansas,1926,5,5,NA,,University of Arkansas
Arkansas,1925,4,4,1,,University of Arkansas
Arkansas,1924,7,2,1,,University of Arkansas
Arkansas,1923,6,2,1,,University of Arkansas
Arkansas,1922,4,5,NA,,University of Arkansas
Arkansas,1921,5,3,1,,University of Arkansas
Arkansas,1920,3,2,2,,University of Arkansas
Arkansas,1919,3,4,NA,,University of Arkansas
Arkansas,1918,3,2,NA,,University of Arkansas
Arkansas,1917,5,1,1,,University of Arkansas
Arkansas,1916,4,4,NA,,University of Arkansas
Arkansas,1915,4,2,1,,University of Arkansas
Arkansas,1914,3,6,NA,,University of Arkansas
Arkansas,1913,7,2,NA,,University of Arkansas
Arkansas,1912,4,6,NA,,University of Arkansas
Arkansas,1911,6,2,1,,University of Arkansas
Arkansas,1910,7,1,NA,,University of Arkansas
Arkansas,1909,7,0,NA,,University of Arkansas
Arkansas,1908,5,4,NA,,University of Arkansas
Arkansas,1907,3,4,1,,University of Arkansas
Arkansas,1906,2,4,2,,University of Arkansas
Arkansas,1905,2,6,NA,,University of Arkansas
Arkansas,1904,4,3,NA,,University of Arkansas
Arkansas,1903,3,4,NA,,University of Arkansas
Arkansas,1902,6,3,NA,,University of Arkansas
Arkansas,1901,3,5,NA,,University of Arkansas
Arkansas,1900,2,1,1,,University of Arkansas
Arkansas,1899,3,1,1,,University of Arkansas
Arkansas,1898,2,1,NA,,University of Arkansas
Arkansas,1897,2,0,1,,University of Arkansas
Arkansas,1896,2,1,NA,,University of Arkansas
Arkansas,1895,1,0,NA,,University of Arkansas
Arkansas,1894,2,1,NA,,University of Arkansas
Arkansas_State,2023,6,7,NA,,Arkansas State University
Arkansas_State,2022,3,9,NA,,Arkansas State University
Arkansas_State,2021,2,10,NA,,Arkansas State University
Arkansas_State,2020,4,7,NA,,Arkansas State University
Arkansas_State,2019,8,5,NA,,Arkansas State University
Arkansas_State,2018,8,5,NA,,Arkansas State University
Arkansas_State,2017,7,5,NA,,Arkansas State University
Arkansas_State,2016,8,5,NA,,Arkansas State University
Arkansas_State,2015,9,4,NA,,Arkansas State University
Arkansas_State,2014,7,6,NA,,Arkansas State University
Arkansas_State,2013,8,5,NA,,Arkansas State University
Arkansas_State,2012,10,3,NA,,Arkansas State University
Arkansas_State,2011,10,3,NA,,Arkansas State University
Arkansas_State,2010,4,8,NA,,Arkansas State University
Arkansas_State,2009,4,8,NA,,Arkansas State University
Arkansas_State,2008,6,6,NA,,Arkansas State University
Arkansas_State,2007,5,7,NA,,Arkansas State University
Arkansas_State,2006,6,6,NA,,Arkansas State University
Arkansas_State,2005,6,6,NA,,Arkansas State University
Arkansas_State,2004,3,8,NA,,Arkansas State University
Arkansas_State,2003,5,7,NA,,Arkansas State University
Arkansas_State,2002,6,7,NA,,Arkansas State University
Arkansas_State,2001,2,9,NA,,Arkansas State University
Arkansas_State,2000,1,10,NA,,Arkansas State University
Arkansas_State,1999,4,7,NA,,Arkansas State University
Arkansas_State,1998,4,8,NA,,Arkansas State University
Arkansas_State,1997,2,9,NA,,Arkansas State University
Arkansas_State,1996,4,7,NA,,Arkansas State University
Arkansas_State,1995,6,5,NA,,Arkansas State University
Arkansas_State,1994,1,10,NA,,Arkansas State University
Arkansas_State,1993,2,8,1,,Arkansas State University
Arkansas_State,1992,2,9,NA,,Arkansas State University
Arkansas_State,1991,1,10,NA,(I-AA play not counted),Arkansas State University
Arkansas_State,1990,3,7,1,(I-AA play not counted),Arkansas State University
Arkansas_State,1989,5,6,NA,(I-AA play not counted),Arkansas State University
Arkansas_State,1988,5,6,NA,(I-AA play not counted),Arkansas State University
Arkansas_State,1987,8,4,1,(I-AA play not counted),Arkansas State University
Arkansas_State,1986,12,2,1,(I-AA play not counted),Arkansas State University
Arkansas_State,1985,9,4,NA,(I-AA play not counted),Arkansas State University
Arkansas_State,1984,8,4,1,(I-AA play not counted),Arkansas State University
Arkansas_State,1983,5,5,1,(I-AA play not counted),Arkansas State University
Arkansas_State,1982,5,6,NA,(I-AA play not counted),Arkansas State University
Arkansas_State,1981,6,5,NA,(Insufficient major opponents),Arkansas State University
Arkansas_State,1980,2,9,NA,(Insufficient major opponents),Arkansas State University
Arkansas_State,1979,4,7,NA,(Insufficient major opponents),Arkansas State University
Arkansas_State,1978,7,4,NA,(Insufficient major opponents),Arkansas State University
Arkansas_State,1977,7,4,NA,,Arkansas State University
Arkansas_State,1976,5,6,NA,,Arkansas State University
Arkansas_State,1975,11,0,NA,,Arkansas State University
Arkansas_State,1974,7,3,NA,,Arkansas State University
Arkansas_State,1973,7,3,NA,,Arkansas State University
Arkansas_State,1972,3,8,NA,,Arkansas State University
Arkansas_State,1971,4,4,1,,Arkansas State University
Arkansas_State,1970,11,0,NA,,Arkansas State University
Arkansas_State,1969,8,1,1,,Arkansas State University
Arkansas_State,1968,7,3,1,,Arkansas State University
Arkansas_State,1967,4,5,NA,,Arkansas State University
Arkansas_State,1966,7,2,NA,,Arkansas State University
Arkansas_State,1965,6,3,NA,,Arkansas State University
Arkansas_State,1964,7,0,2,,Arkansas State University
Arkansas_State,1963,2,6,NA,,Arkansas State University
Arkansas_State,1962,6,3,NA,,Arkansas State University
Arkansas_State,1961,3,6,NA,,Arkansas State University
Arkansas_State,1960,4,5,NA,,Arkansas State University
Arkansas_State,1959,3,6,NA,,Arkansas State University
Arkansas_State,1958,4,5,NA,,Arkansas State University
Arkansas_State,1957,4,5,NA,,Arkansas State University
Arkansas_State,1956,5,4,NA,,Arkansas State University
Arkansas_State,1955,6,3,NA,,Arkansas State University
Arkansas_State,1954,1,8,NA,,Arkansas State University
Arkansas_State,1953,8,0,2,,Arkansas State University
Arkansas_State,1952,8,3,NA,,Arkansas State University
Arkansas_State,1951,10,2,NA,,Arkansas State University
Arkansas_State,1950,6,3,NA,,Arkansas State University
Arkansas_State,1949,5,4,NA,,Arkansas State University
Arkansas_State,1948,4,4,1,,Arkansas State University
Arkansas_State,1947,4,2,3,,Arkansas State University
Arkansas_State,1946,4,3,3,,Arkansas State University
Arkansas_State,1945,2,4,1,,Arkansas State University
Arkansas_State,1941,0,7,NA,,Arkansas State University
Arkansas_State,1940,1,4,2,,Arkansas State University
Arkansas_State,1939,4,3,NA,,Arkansas State University
Arkansas_State,1938,3,3,NA,,Arkansas State University
Arkansas_State,1937,1,5,NA,,Arkansas State University
Arkansas_State,1936,3,5,NA,,Arkansas State University
Arkansas_State,1935,2,7,NA,,Arkansas State University
Arkansas_State,1934,2,5,1,,Arkansas State University
Arkansas_State,1933,2,4,2,,Arkansas State University
Arkansas_State,1932,3,4,NA,,Arkansas State University
Arkansas_State,1931,6,2,NA,,Arkansas State University
Arkansas_State,1930,1,4,3,,Arkansas State University
Arkansas_State,1929,4,4,1,,Arkansas State University
Arkansas_State,1928,3,3,1,,Arkansas State University
Arkansas_State,1927,4,3,NA,,Arkansas State University
Arkansas_State,1926,4,3,1,,Arkansas State University
Arkansas_State,1925,3,3,1,,Arkansas State University
Arkansas_State,1924,4,5,NA,,Arkansas State University
Arkansas_State,1923,0,6,1,,Arkansas State University
Arkansas_State,1922,0,7,NA,,Arkansas State University
Arkansas_State,1921,3,2,1,,Arkansas State University
Arkansas_State,1920,3,3,NA,,Arkansas State University
Arkansas_State,1919,2,5,NA,,Arkansas State University
Arkansas_State,1917,4,2,1,,Arkansas State University
Arkansas_State,1916,4,3,NA,,Arkansas State University
Arkansas_State,1915,4,1,1,,Arkansas State University
Arkansas_State,1914,4,3,NA,,Arkansas State University
Arkansas_State,1913,3,1,1,,Arkansas State University
Arkansas_State,1912,3,1,NA,,Arkansas State University
Arkansas_State,1911,1,1,NA,,Arkansas State University
Army,2023,6,6,NA,,United States Military Academy
Army,2022,6,6,NA,,United States Military Academy
Army,2021,9,4,NA,,United States Military Academy
Army,2020,9,3,NA,,United States Military Academy
Army,2019,5,8,NA,,United States Military Academy
Army,2018,11,2,NA,,United States Military Academy
Army,2017,10,3,NA,,United States Military Academy
Army,2016,8,5,NA,,United States Military Academy
Army,2015,2,10,NA,,United States Military Academy
Army,2014,4,8,NA,,United States Military Academy
Army,2013,3,9,NA,,United States Military Academy
Army,2012,2,10,NA,,United States Military Academy
Army,2011,3,9,NA,,United States Military Academy
Army,2010,7,6,NA,,United States Military Academy
Army,2009,5,7,NA,,United States Military Academy
Army,2008,3,9,NA,,United States Military Academy
Army,2007,3,9,NA,,United States Military Academy
Army,2006,3,9,NA,,United States Military Academy
Army,2005,4,7,NA,,United States Military Academy
Army,2004,2,9,NA,,United States Military Academy
Army,2003,0,13,NA,,United States Military Academy
Army,2002,1,11,NA,,United States Military Academy
Army,2001,3,8,NA,,United States Military Academy
Army,2000,1,10,NA,,United States Military Academy
Army,1999,3,8,NA,,United States Military Academy
Army,1998,3,8,NA,,United States Military Academy
Army,1997,4,7,NA,,United States Military Academy
Army,1996,10,2,NA,,United States Military Academy
Army,1995,5,5,1,,United States Military Academy
Army,1994,4,7,NA,,United States Military Academy
Army,1993,6,5,NA,,United States Military Academy
Army,1992,5,6,NA,,United States Military Academy
Army,1991,4,7,NA,,United States Military Academy
Army,1990,6,5,NA,,United States Military Academy
Army,1989,6,5,NA,,United States Military Academy
Army,1988,9,3,NA,,United States Military Academy
Army,1987,5,6,NA,,United States Military Academy
Army,1986,6,5,NA,,United States Military Academy
Army,1985,9,3,NA,,United States Military Academy
Army,1984,8,3,1,,United States Military Academy
Army,1983,2,9,NA,,United States Military Academy
Army,1982,4,7,NA,,United States Military Academy
Army,1981,3,7,1,,United States Military Academy
Army,1980,3,7,1,,United States Military Academy
Army,1979,2,8,1,,United States Military Academy
Army,1978,4,6,1,,United States Military Academy
Army,1977,7,4,NA,,United States Military Academy
Army,1976,5,6,NA,,United States Military Academy
Army,1975,2,9,NA,,United States Military Academy
Army,1974,3,8,NA,,United States Military Academy
Army,1973,0,10,NA,,United States Military Academy
Army,1972,6,4,NA,,United States Military Academy
Army,1971,6,4,NA,,United States Military Academy
Army,1970,1,9,1,,United States Military Academy
Army,1969,4,5,1,,United States Military Academy
Army,1968,7,3,NA,,United States Military Academy
Army,1967,8,2,NA,,United States Military Academy
Army,1966,8,2,NA,,United States Military Academy
Army,1965,4,5,1,,United States Military Academy
Army,1964,4,6,NA,,United States Military Academy
Army,1963,7,3,NA,,United States Military Academy
Army,1962,6,4,NA,,United States Military Academy
Army,1961,6,4,NA,,United States Military Academy
Army,1960,6,3,1,,United States Military Academy
Army,1959,4,4,1,,United States Military Academy
Army,1958,8,0,1,,United States Military Academy
Army,1957,7,2,NA,,United States Military Academy
Army,1956,5,3,1,,United States Military Academy
Army,1955,6,3,NA,,United States Military Academy
Army,1954,7,2,NA,,United States Military Academy
